text,rating,label_name,vehicle
"This is absolutely the best truck available on the market today. I have never driven anything like this machine. I had always been a Ford lover, but I fell in love with this vehicle the minute that I saw it. It was five thousand dollars cheaper than anything comparable to it. Plus, it has more power than any truck in its class. I get 15 to 18 miles per gallon even when I punch the supercharger frequently. I plan on keeping this truck forever. I have experienced no problems with it and I am confident that I will not because it was built by hard-working Americans.",5,positive,2002 Nissan Frontier King Cab 2dr King Cab SC-V6 4WD SB (3.3L 6cyl S/C 5M)
"almost 8 years and it was already 3 yrs old with 40k, now has 130k. I want to rave about it( we have taken it down to central Mexico, MN(2x) MI, Niagara falls, NY (2x) from Texas), but it has started to give me more repairs. at 100k had timing belt water pump etc redone. 17 months ago one of the cylinders stopped, fixed and shortly after check engine light. last summer fixed that for 500. 2 months ago starting to shake over 40mph. rack and pinion, water pump (if heater and ac don't blow correctly may be water pump), timing belt (if replacing water pump best to do timing belt at same time) and thermometer as starting to over heat. still some shake over 40mph. (Firestone has a lifetime alignment which is a great value if you hold onto your vehicles.) As getting older (11 yrs old now) the time, money, and aggravation of repairs increase. will hold onto this for several more years (maybe 6) but will not drive it on long trips any more. I have wanted to have a vehicle that I hold onto for many years, and this is it. 2 american vehicles I bought new started to give me so much trouble after 5 years that I got rid of them ( a town and country and a vibe). I think all of my vehicles will be toyotas going forward.",4,positive,2006 Toyota Sienna Minivan LE 7-Passenger 4dr Minivan (3.3L 6cyl 5A)
"I bought the Versa from the original owner and it now has 84,000 miles on it. All in all it was a great buy. You can't beat the price of the Versa.Since I have a bad back it was hard to find a car with a seat that was super comfortable besides my friend's Volvo, but obviously I couldn't afford that and the Versa is the only other car that gives me complete pain relief. Has more interior room than my dad's Acura TSX. Gas mileage is great, but the gas tank is small so don't let the gas gauge fool you. Some negatives are the acceleration and has lots of body roll. The thing I hate the most is not having a middle armrest. Cup holders are awkward. Cruise control isn't standard.No trunk button",4,positive,2007 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A)
"I bought this after taking a small Toyota to more than 150K miles with no troubles. Like the size, power, interior features and just about everything about the car. But I've had TERRIBLE engine troubles -- all relating to overheating. I've had the radiator replace 3 times, valves, hoses, you name it replaced at multiple dealerships in multiple states (not fun when a car breaks down on a vacation) and no one can seem to fix the problem. As I type this, it's in the shop for at least the 6th time for overheating. Rental car guy in the service area says he sees '01 Pathfinders come through ALL the time. Wish it had the reliability of my old Toyota.",4,positive,2001 Nissan Pathfinder SUV LE 4WD 4dr SUV (3.5L 6cyl 4A)
"My Altima came home with 65k (highway) miles, Although it was one year old. I must attribute the condition of the car to Nissan's absolute dedication to build quality. We just turned 87k on the odometer today. It still feels like a New car (mostly). Bottom line-Take care of this car and It Will take care of you. Punch the Audio power button and your paying for a new stereo. I truly love my Altima. hated the song. Absolutely Impressed with it. yeah the battery had a dead cell. $80 later I have 600CCR :) Forget the Sedan stigma. My 2006 Accord coupe V-6 was less of a car all around. I prefer it over our 2006 Toyota Avalon. I sit in the garage for hours just to be in my car!",5,positive,2008 Nissan Altima Sedan 3.5 SE 4dr Sedan (3.5L 6cyl CVT)
"I bought this car used, and it was ten years old and low mileage. I don't drive much usually, but have taken it on a couple of long trips. The suspension is a little rough, and it has some rattles. But I've had almost no repairs, and it's now fifteen years old. The design is pretty plain, nothing special. However, everything works. It's a practical choice, even though it was a little pricey for a ten year old economy car. The interior was the upgraded version for that time. No navigation or bluetooth.",4,positive,2003 Toyota Corolla Sedan LE 4dr Sedan (1.8L 4cyl 5M)
"I've owned my 740i sport edition (black/black) for 4 years and put about 40K additional miles. This car is the most stylish 7 ever. Sports edition with 19"" rims and slim muscular looks. I've had minor issues with mine (cup holder broke, engine opening cable issue, radiator crack (covered under warranty). Always a nice drive, and acceleration is awesome, particularly from 40 to 80 mph. I've had the car up to 110 mph and it seems to want to live at that speed. Extremely smooth drive. Traction control helps in snow, but forget about this on any substantial ice/snow. The 282 hp is deceiving, torque is calibrated perfectly to compensate. I love my 740i Sport Edition. A classic car some day.",5,positive,2001 BMW 7 Series Sedan 740i 4dr Sedan (4.4L 8cyl 5A)
"I had been looking at all the big diesel trucks (Dodge, Ford, Chevy) but I found for 99.9% of what I needed to do this truck would be more than enough. The Toyota reputation really drew me to this truck and hasn't let me down. The only bummer is the mileage (I am getting 15 in mixed driving) but everything else is great.",5,positive,2006 Toyota Tundra Double Cab SR5 4dr Double Cab SB (4.7L 8cyl 5A)
this truck is awsome! i traded in a dodge ram 1500 because it had horrible pulling power. i have pulled the same trailers with my titan but with ease. Drives great! very easy ride!i wouldn't buy any other truck since i have owned my titan!! the power is great. it is always there when or if i need it. i haven't had any problems since i have bought it. thanks nissan!!,5,positive,2006 Nissan Titan Crew Cab SE 4dr Crew Cab SB (5.6L 8cyl 5A)
"i've had my car for seven years now and no problems at all ,people that dont like the interior must be really spoiled mine has leather and bose sterio and it is just great I had acura TL and it wasnt as nice as my altima , the power is great especially when your already going thirty to Sixty MHP it gets up and goes .",5,positive,2003 Nissan Altima Sedan 3.5 SE 4dr Sedan (3.5L 6cyl 4A)
"I used to own a Nissan 200 SX SE and I just bought a Nissan Versa SL yesterday after comparing and shopping around. I've considered Honda Fit, Toyota Yaris, Honda Civic, and Mazada3. Honda Fit and Toyota Yaris felt cheap and uncomfortable compared to the Nissan Versa. Mazada3 and Civic EX-L seemed unnecessarily expensive. I also read reviews that said the Civic EX is loud on the road. The Versa is very smooth, roomy, comfortable, quiet on the road and beautiful. Not the prettiest appearance on the outside but definitely practical. So far I love everything about it and I can't stop smiling. Really love the CVT transmission, b/c it's so quiet that my boyfriend kept on falling asleep in it.",5,positive,2010 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT)
"This was my second Quest, previous was 04, which indeed was a great van, put tons of miles and zero problems. Love the engine, no complaints, perfect for family!",5,positive,2005 Nissan Quest Minivan 3.5 SL 4dr Minivan (3.5L 6cyl 5A)
